window,target,model,variable,coef,std_err,t_stat,p_value,sig
FULL,GDP - Investment_growth,M3_oil_lags,oil_pos_lag2,-0.0007770118660210964,0.025760596432351544,-0.030162805743320566,0.9759372117423616,
FULL,GDP - Investment_growth,M3_oil_lags,GDP - Investment_growth_lag1,0.07186396892747982,0.1057063152799053,0.6798455583016724,0.4966022563346083,
FULL,GDP - Investment_growth,M4_interaction,const,0.8437467336012676,0.4646132255977484,1.8160196204396566,0.06936736244782467,*
FULL,GDP - Investment_growth,M4_interaction,oil_pos,-0.00971536292788127,0.03200075037865951,-0.3035979723263052,0.7614341965605128,
FULL,GDP - Investment_growth,M4_interaction,oil_large_shock,2.6941474881144867,3.402311698514339,0.791857926859235,0.4284435215242147,
FULL,GDP - Investment_growth,M4_interaction,oil_pos_x_large,-0.051856396366840286,0.09731184481438966,-0.5328888427277272,0.5941105290738331,
FULL,GDP - Investment_growth,M4_interaction,GDP - Investment_growth_lag1,0.08222210176656808,0.1018041526395271,0.8076497827913163,0.41929221967146557,
FULL,GDP - Investment_growth,M5_full,const,1.0121269093298053,0.45427606136061194,2.2279996579576795,0.025880537810299677,**
FULL,GDP - Investment_growth,M5_full,oil_pos,-0.012077433679815818,0.031594237544063514,-0.38226697710213114,0.7022633465151059,
FULL,GDP - Investment_growth,M5_full,oil_large_shock,2.761267256386231,3.4797725585200343,0.7935194642607943,0.4274752335676485,
FULL,GDP - Investment_growth,M5_full,oil_pos_lag1,-0.015774012053045777,0.02696502734981746,-0.5849803839769723,0.5585609066274759,
FULL,GDP - Investment_growth,M5_full,oil_pos_lag2,-0.004683452670170834,0.026079453383616117,-0.1795840043608091,0.8574791631866611,
FULL,GDP - Investment_growth,M5_full,oil_pos_x_large,-0.05277734671865213,0.09792667292343221,-0.5389476139960168,0.5899230018351567,
FULL,GDP - Investment_growth,M5_full,GDP - Investment_growth_lag1,0.0765699545416329,0.10262434103262921,0.746118842480924,0.4555956279055349,
