target_volatility,model,variable,coef,std_err,t_stat,p_value
hy_vol_abs_t1,vol_abs_har_t1,hy_vol_abs_week,0.20670557770607337,0.058431104665697016,3.5375948972503926,0.00040378905469044645
hy_vol_abs_t1,vol_abs_har_t1,hy_vol_abs_month,0.33214966491940845,0.06928651093953868,4.793857569321847,1.6360445007319264e-06
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,const,0.0169624642494256,0.0023516008127558454,7.213156313527234,5.466959561167698e-13
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,hy_vol_abs_lag1,0.12422037083852173,0.03601552515133172,3.4490784270551873,0.000562503302730558
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,hy_vol_abs_week,0.21071408155515747,0.05872175868679911,3.5883475949525137,0.00033278043142139624
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,hy_vol_abs_month,0.3563047520426886,0.06979373872082842,5.105110552508018,3.306011820725777e-07
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,oil_pos_ma3_lag1,-0.003274407247487736,0.002214207245879446,-1.4788169687283255,0.13918923942058925
hy_vol_abs_t1,vol_abs_har_oil_smoothed_t1,oil_pos_ma5_lag1,-0.0013650801993123816,0.0026874565337174114,-0.507945033598047,0.6114918915412797
hy_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,const,0.00928973803092056,0.002591006428119044,3.5853782260449654,0.00033659003431903476
hy_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,hy_vol_abs_lag1,0.11802195404218868,0.034370185105515476,3.433846913534643,0.0005950801760273215
hy_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,hy_vol_abs_week,0.1826479440612952,0.05619107028989664,3.2504798915377835,0.0011521041567466954
hy_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,hy_vol_abs_month,0.28918650404966967,0.06687602185467587,4.324218098350451,1.5307380311616632e-05
hy_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,oil_pos_ma3_lag1,-0.003147017893816573,0.002125186482695927,-1.480819645447957,0.1386546400321457
